Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,ConnectedTime,ConnectStartTime,InterfaceLuid,InterfaceType,L2ProfileFlags,L2ProfileId,ProfileName
135,2018-03-31 18:41:00,,,,UnknownOrUserSid,,,2,1,3603,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
136,2018-03-31 19:42:00,,,,UnknownOrUserSid,,,2,1,331941,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
137,2018-03-31 19:42:00,,,,UnknownOrUserSid,,,2,1,7263,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
138,2018-03-31 20:43:00,,,,UnknownOrUserSid,,,2,1,335601,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
139,2018-03-31 20:43:00,,,,UnknownOrUserSid,,,2,1,10923,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
140,2018-03-31 21:44:00,,,,UnknownOrUserSid,,,2,1,339261,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
141,2018-03-31 21:44:00,,,,UnknownOrUserSid,,,2,1,14583,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
142,2018-03-31 22:45:00,,,,UnknownOrUserSid,,,2,1,342921,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
143,2018-03-31 22:45:00,,,,UnknownOrUserSid,,,2,1,18243,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
144,2018-03-31 23:46:00,,,,UnknownOrUserSid,,,2,1,346581,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
145,2018-03-31 23:46:00,,,,UnknownOrUserSid,,,2,1,21903,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
146,2018-04-01 00:47:00,,,,UnknownOrUserSid,,,2,1,350241,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
147,2018-04-01 00:47:00,,,,UnknownOrUserSid,,,2,1,25563,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
148,2018-04-01 01:48:00,,,,UnknownOrUserSid,,,2,1,353901,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
149,2018-04-01 01:48:00,,,,UnknownOrUserSid,,,2,1,29223,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
150,2018-04-01 02:49:00,,,,UnknownOrUserSid,,,2,1,357561,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
151,2018-04-01 02:49:00,,,,UnknownOrUserSid,,,2,1,32883,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
152,2018-04-01 03:50:00,,,,UnknownOrUserSid,,,2,1,361221,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
153,2018-04-01 03:50:00,,,,UnknownOrUserSid,,,2,1,36543,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
154,2018-04-01 04:51:00,,,,UnknownOrUserSid,,,2,1,364881,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
155,2018-04-01 04:51:00,,,,UnknownOrUserSid,,,2,1,40203,2018-03-31 17:40:56.5846797,36873771772018688,IF_TYPE_TUNNEL,0,0,
156,2018-04-01 05:52:00,,,,UnknownOrUserSid,,,2,1,368541,2018-03-27 23:29:38.8765515,19985273102270464,IF_TYPE_IEEE80211,0,268435457,Net 2.4
