Hash,Id,Offset,OwnerSid,GroupSid,Control,SaclAceCount,UniqueSaclAceTypes,DaclAceCount,UniqueDaclAceTypes,FileOffset,SourceFile
AA025417,752,134464,S-1-5-19,S-1-5-19,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,7,AccessDenied|AccessAllowed,396608,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
A4B7A4F3,753,134736,S-1-5-19,S-1-5-19,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,8,AccessAllowed|AccessDenied,396880,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
09638BA6,754,135040,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,7,AccessDenied|AccessAllowed,397184,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
69FC2340,755,135312,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,397456,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
6AFE2340,756,135472,S-1-5-19,S-1-5-19,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,397616,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
7824C426,757,135632,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,9,AccessAllowed|AccessDenied,397776,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
8D79273B,758,135984,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,2,AccessAllowed,398128,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
A89F662E,759,136112,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,398256,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
5D8E313D,760,136256,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,9,AccessAllowed,398400,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
0A5A64C2,761,136560,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,5,AccessAllowed,398704,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
C1E3E29B,762,136784,S-1-5-18,S-1-5-18,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,7,AccessAllowed,398928,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
D75B94C8,763,137024,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,7,AccessAllowed,399168,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
41FE4EBA,764,137264,S-1-5-32-544,S-1-5-32-544,SeDaclPresent|SeDaclAutoInherited|SeSaclAutoInherited|SeSelfRelative,0,,5,AccessAllowed,399408,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
11FD36BA,765,137488,S-1-5-32-544,S-1-5-32-544,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,5,AccessAllowed,399632,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
CD998300,766,137712,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclAutoInherited|SeSelfRelative,0,,3,AccessAllowed,399856,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
0683E766,767,137872,S-1-5-18,S-1-5-18,SeDaclPresent|SeSaclPresent|SeSaclAutoInherited|SeSelfRelative,116,,4,AccessAllowed,400016,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
629BA30A,768,138032,S-1-5-32-544,S-1-5-18,SeDaclPresent|SeDaclProtected|SeSelfRelative,0,,1,AccessAllowed,400176,M:\Forensics\TrainingImages\AliHadi\Challenge3\tout\E\$Secure_$SDS
