ProgramId,KeyLastWriteTimestamp,Name,Version,Publisher,InstallDate,OSVersionAtInstallTime,BundleManifestPath,HiddenArp,InboxModernApp,Language,ManifestPath,MsiPackageCode,MsiProductCode,PackageFullName,ProgramInstanceId,RegistryKeyPath,RootDirPath,Type,Source,StoreAppType,UninstallString,InstallDateArpLastModified,InstallDateMsi,InstallDateFromLinkFile,Manufacturer
0000e9eba411a08723b17a55052b9945927f00000904,2018-04-06 07:23:11,Microsoft.XboxGameOverlay,1.24.5001.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.24.5001.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,True,1033,C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.24.5001.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.XboxGameOverlay_1.24.5001.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.24.5001.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000ea1389b3df4157bbff12b84038315f9000000008,2018-04-06 07:23:13,NVIDIA Display Container LS,1.0,NVIDIA Corporation,2018-03-27 00:00:00,10.0.0.16299,,True,False,2048,,,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_NVDisplayContainerLS,C:\Program Files\NVIDIA Corporation\Installer2\NVDisplayContainerLS.{81BACCF5-054C-4518-97B7-9484EAFF5BE0},Application,Msi,,,,,,
0000f18ce3f4966f25d15071664625e9a63c0000ffff,2018-04-06 07:23:13,Microsoft Office 365 ProPlus - en-us,16.0.8431.2236,Microsoft Corporation,2018-03-27 09:45:17,10.0.0.16299,,False,False,65535,,,,,0000221ae627a6c4e4d246232ea08ad480cc8048ff5d,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\O365ProPlusRetail - en-us,C:\Program Files (x86)\Microsoft Office,Application,AddRemoveProgram,,"""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe"" scenario=install scenariosubtype=ARP sourcetype=None productstoremove=O365ProPlusRetail.16_en-us_x-none culture=en-us version.16=16.0",,,,
0000f9274062ffca3635d14d9d603168cd4d00000008,2018-04-06 07:23:13,NVIDIA Graphics Driver 376.54,376.54,NVIDIA Corporation,2018-03-27 00:00:00,10.0.0.16299,,False,False,2048,,,{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}_Display.Driver,C:\Program Files\NVIDIA Corporation\Installer2\Display.Driver.{F1A55424-D217-43B2-9E6F-93F765181C8D},Application,Msi,,"""C:\Windows\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.Driver",,,,
0000f96ffb5a3933f8c76103bad3bfe9742d00000904,2018-04-06 07:23:13,Dropbox Update Helper,1.3.65.1,"Dropbox, Inc.",2018-03-27 00:00:00,10.0.0.16299,,True,False,1033,,{0C3CCF3E-59F7-48BE-B02E-E735A87CEB5B},{099218A5-A723-43DC-8DB5-6173656A1E94},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{099218A5-A723-43DC-8DB5-6173656A1E94},,Application,Msi,,MsiExec.exe /I{099218A5-A723-43DC-8DB5-6173656A1E94},,,,
0000fa267f644b9066babd4f538f64d0024a00000904,2018-04-06 07:23:13,Box Sync,4.0.7900.0,"Box, Inc.",2018-03-29 00:00:00,10.0.0.16299,,False,False,1033,,{3C9C5278-BA65-45D5-8462-659565814E96},{C9F786DC-0EBD-4232-A50A-F184FB25908E},,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{C9F786DC-0EBD-4232-A50A-F184FB25908E},,Application,Msi,,MsiExec.exe /X{C9F786DC-0EBD-4232-A50A-F184FB25908E},,,,
0000fa7b4e3f81c38a135aae6781e151570600000904,2018-04-06 07:23:12,Microsoft.WindowsStore,11803.1001.6.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11803.1001.613.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,False,1033,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11803.1001.6.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.WindowsStore_11803.1001.6.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11803.1001.6.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
0000fad9870e1e97c260806e46f59d46cf5000000904,2018-04-06 07:23:11,Microsoft.Windows.HolographicFirstRun,10.0.16299.125,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.HolographicFirstRun_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.HolographicFirstRun_10.0.16299.125_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.HolographicFirstRun_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000fb0dfa05342727019a7dcdf4115e915500000904,2018-04-06 07:23:11,Microsoft.Windows.AssignedAccessLockApp,1000.16299.15.0,"CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,,False,True,1033,C:\Windows\SystemApps\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy\AppXManifest.xml,,,Microsoft.Windows.AssignedAccessLockApp_1000.16299.15.0_neutral_neutral_cw5n1h2txyewy,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Windows\SystemApps\Microsoft.Windows.AssignedAccessLockApp_cw5n1h2txyewy,Application,AppxPackage,,,,,,
0000fe76bc27925f890f4a071921fb09c50800000904,2018-04-06 07:23:12,Microsoft.MSPaint,4.1803.21027.0,"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,10.0.0.16299,C:\Program Files\WindowsApps\Microsoft.MSPaint_4.1803.21027.0_neutral_~_8wekyb3d8bbwe\AppxMetadata\AppXBundleManifest.xml,False,False,1033,C:\Program Files\WindowsApps\Microsoft.MSPaint_4.1803.21027.0_x64__8wekyb3d8bbwe\AppXManifest.xml,,,Microsoft.MSPaint_4.1803.21027.0_x64__8wekyb3d8bbwe,0000da39a3ee5e6b4b0d3255bfef95601890afd80709,,C:\Program Files\WindowsApps\Microsoft.MSPaint_4.1803.21027.0_x64__8wekyb3d8bbwe,Application,AppxPackage,,,,,,
