KeyName,BatchKeyPath,DisplayName,BatchValueName,InstallTime,PackageRootFolder
Microsoft.DesktopAppInstaller_1.0.12894.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe,,Multiple,2018-03-27 06:46:17.9085573,
Microsoft.DesktopAppInstaller_1.0.12894.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe,@{Microsoft.DesktopAppInstaller_1.0.12894.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.DesktopAppInstaller/Resources/appDisplayName},Multiple,2018-03-27 06:46:17.8929302,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.0.12894.0_x64__8wekyb3d8bbwe
Microsoft.ECApp_10.0.16299.15_neutral__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.ECApp_8wekyb3d8bbwe,@{Microsoft.ECApp_10.0.16299.15_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.ECApp/Resources/AppDisplayName},Multiple,2018-03-27 05:20:02.3211608,C:\Windows\SystemApps\Microsoft.ECApp_8wekyb3d8bbwe
Microsoft.GetHelp_10.1706.10602.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.GetHelp_8wekyb3d8bbwe,,Multiple,2018-03-27 05:53:58.7182438,
Microsoft.GetHelp_10.1706.10602.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.GetHelp_8wekyb3d8bbwe,@{Microsoft.GetHelp_10.1706.10602.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.GetHelp/Resources/appDisplayName},Multiple,2018-03-27 05:53:58.6870650,C:\Program Files\WindowsApps\Microsoft.GetHelp_10.1706.10602.0_x64__8wekyb3d8bbwe
Microsoft.Getstarted_6.7.3462.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Getstarted_8wekyb3d8bbwe,@{Microsoft.Getstarted_6.7.3462.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Getstarted/Resources/AppStoreName},Multiple,2018-03-27 05:53:53.8079259,C:\Program Files\WindowsApps\Microsoft.Getstarted_6.7.3462.0_x64__8wekyb3d8bbwe
Microsoft.LockApp_10.0.16299.15_neutral__cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.LockApp_cw5n1h2txyewy,@{Microsoft.LockApp_10.0.16299.15_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy
Microsoft.Messaging_3.37.23004.0_neutral_split.scale-150_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Messaging_8wekyb3d8bbwe,,Multiple,2018-03-27 05:53:31.6434515,
Microsoft.Messaging_3.37.23004.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Messaging_8wekyb3d8bbwe,@{Microsoft.Messaging_3.37.23004.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Messaging/Resources/AppStoreName},Multiple,2018-03-27 05:53:31.6278217,C:\Program Files\WindowsApps\Microsoft.Messaging_3.37.23004.0_x64__8wekyb3d8bbwe
Microsoft.Microsoft3DViewer_3.1803.29012.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Microsoft3DViewer_8wekyb3d8bbwe,@{Microsoft.Microsoft3DViewer_3.1803.29012.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.Microsoft3DViewer/Common.View.UWP/Resources/StoreAppName},Multiple,2018-04-03 02:01:39.9545449,C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_3.1803.29012.0_x64__8wekyb3d8bbwe
Microsoft.MicrosoftEdge_41.16299.248.0_neutral__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.MicrosoftEdge_8wekyb3d8bbwe,@{Microsoft.MicrosoftEdge_41.16299.248.0_neutral__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftEdge/Resources/AppName},Multiple,2018-03-27 05:56:46.9466199,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe
Microsoft.MicrosoftOfficeHub_17.8830.7600.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe,@{Microsoft.MicrosoftOfficeHub_17.8830.7600.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MicrosoftOfficeHub/officehubintl/AppManifest_GetOffice_DisplayName},Multiple,2018-03-27 05:53:12.6922964,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_17.8830.7600.0_x64__8wekyb3d8bbwe
microsoft.microsoftskydrive_17.28.4.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\microsoft.microsoftskydrive_8wekyb3d8bbwe,,Multiple,2018-03-27 05:54:13.6221019,
microsoft.microsoftskydrive_17.28.4.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\microsoft.microsoftskydrive_8wekyb3d8bbwe,OneDrive,Multiple,2018-03-27 05:54:13.6221019,C:\Program Files\WindowsApps\microsoft.microsoftskydrive_17.28.4.0_x64__8wekyb3d8bbwe
Microsoft.MicrosoftSolitaireCollection_3.18.12091.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe,,Multiple,2018-03-27 06:45:48.7237481,
Microsoft.MicrosoftSolitaireCollection_3.18.12091.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.MicrosoftSolitaireCollection_8wekyb3d8bbwe,Microsoft Solitaire Collection,Multiple,2018-03-27 06:45:48.7081225,C:\Program Files\WindowsApps\Microsoft.MicrosoftSolitaireCollection_3.18.12091.0_x64__8wekyb3d8bbwe
Microsoft.MicrosoftStickyNotes_2.1.18.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.MicrosoftStickyNotes_8wekyb3d8bbwe,,Multiple,2018-04-03 02:01:48.4191975,
Microsoft.MicrosoftStickyNotes_2.1.18.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.MicrosoftStickyNotes_8wekyb3d8bbwe,Microsoft Sticky Notes,Multiple,2018-04-03 02:01:48.4007944,C:\Program Files\WindowsApps\Microsoft.MicrosoftStickyNotes_2.1.18.0_x64__8wekyb3d8bbwe
Microsoft.MSPaint_4.1803.16027.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.MSPaint_8wekyb3d8bbwe,@{Microsoft.MSPaint_4.1803.16027.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MSPaint/resources/AppName},Multiple,2018-03-27 06:46:28.6564194,C:\Program Files\WindowsApps\Microsoft.MSPaint_4.1803.16027.0_x64__8wekyb3d8bbwe
Microsoft.NET.Native.Framework.1.3_1.3.24201.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Framework.1.3_8wekyb3d8bbwe,Microsoft .Net Native Framework Package 1.3,Multiple,2018-03-27 05:20:03.5555787,C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.3_1.3.24201.0_x64__8wekyb3d8bbwe
Microsoft.NET.Native.Framework.1.3_1.3.24201.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Framework.1.3_8wekyb3d8bbwe,Microsoft .Net Native Framework Package 1.3,Multiple,2018-03-27 05:20:03.5555787,C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.3_1.3.24201.0_x86__8wekyb3d8bbwe
Microsoft.NET.Native.Framework.1.6_1.6.24903.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Framework.1.6_8wekyb3d8bbwe,Microsoft .Net Native Framework Package 1.6,Multiple,2018-03-27 05:20:02.8993129,C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.6_1.6.24903.0_x64__8wekyb3d8bbwe
Microsoft.NET.Native.Framework.1.6_1.6.24903.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Framework.1.6_8wekyb3d8bbwe,Microsoft .Net Native Framework Package 1.6,Multiple,2018-03-27 05:20:02.8993129,C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.6_1.6.24903.0_x86__8wekyb3d8bbwe
Microsoft.NET.Native.Framework.1.7_1.7.25531.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Framework.1.7_8wekyb3d8bbwe,Microsoft .Net Native Framework Package 1.7,Multiple,2018-03-27 05:52:15.0227154,C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.7_1.7.25531.0_x64__8wekyb3d8bbwe
Microsoft.NET.Native.Framework.1.7_1.7.25531.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Framework.1.7_8wekyb3d8bbwe,Microsoft .Net Native Framework Package 1.7,Multiple,2018-03-27 05:52:14.7570766,C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.7_1.7.25531.0_x86__8wekyb3d8bbwe
Microsoft.NET.Native.Runtime.1.3_1.3.23901.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Runtime.1.3_8wekyb3d8bbwe,Microsoft .Net Native Runtime Package 1.3,Multiple,2018-03-27 05:20:04.5243629,C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.3_1.3.23901.0_x64__8wekyb3d8bbwe
Microsoft.NET.Native.Runtime.1.3_1.3.23901.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Runtime.1.3_8wekyb3d8bbwe,Microsoft .Net Native Runtime Package 1.3,Multiple,2018-03-27 05:20:04.5243629,C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.3_1.3.23901.0_x86__8wekyb3d8bbwe
Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Runtime.1.4_8wekyb3d8bbwe,Microsoft .Net Native Runtime Package 1.4,Multiple,2018-03-27 05:20:03.5555787,C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x64__8wekyb3d8bbwe
Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Runtime.1.4_8wekyb3d8bbwe,Microsoft .Net Native Runtime Package 1.4,Multiple,2018-03-27 05:20:03.5712050,C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x86__8wekyb3d8bbwe
Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Runtime.1.6_8wekyb3d8bbwe,Microsoft .Net Native Runtime Package 1.6,Multiple,2018-03-27 05:20:02.9149316,C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x64__8wekyb3d8bbwe
Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Runtime.1.6_8wekyb3d8bbwe,Microsoft .Net Native Runtime Package 1.6,Multiple,2018-03-27 05:20:02.9149316,C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.6_1.6.24903.0_x86__8wekyb3d8bbwe
Microsoft.NET.Native.Runtime.1.7_1.7.25531.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Runtime.1.7_8wekyb3d8bbwe,Microsoft .Net Native Runtime Package 1.7,Multiple,2018-03-27 05:52:13.9758023,C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.7_1.7.25531.0_x64__8wekyb3d8bbwe
Microsoft.NET.Native.Runtime.1.7_1.7.25531.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.NET.Native.Runtime.1.7_8wekyb3d8bbwe,Microsoft .Net Native Runtime Package 1.7,Multiple,2018-03-27 05:52:14.2258091,C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.7_1.7.25531.0_x86__8wekyb3d8bbwe
Microsoft.Office.OneNote_17.9126.20561.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Office.OneNote_8wekyb3d8bbwe,OneNote,Multiple,2018-03-27 06:47:08.0801213,C:\Program Files\WindowsApps\Microsoft.Office.OneNote_17.9126.20561.0_x64__8wekyb3d8bbwe
Microsoft.OneConnect_3.1710.3044.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.OneConnect_8wekyb3d8bbwe,,Multiple,2018-03-27 05:53:26.1120079,
Microsoft.OneConnect_3.1710.3044.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.OneConnect_8wekyb3d8bbwe,@{Microsoft.OneConnect_3.1710.3044.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.OneConnect/OneConnect/AppStoreName},Multiple,2018-03-27 05:53:26.0963774,C:\Program Files\WindowsApps\Microsoft.OneConnect_3.1710.3044.0_x64__8wekyb3d8bbwe
Microsoft.People_10.3.3472.0_neutral_split.scale-100_8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.People_8wekyb3d8bbwe,,Multiple,2018-03-27 05:54:26.9480501,
Microsoft.People_10.3.3472.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.People_8wekyb3d8bbwe,@{Microsoft.People_10.3.3472.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.People/Resources/AppStoreName},Multiple,2018-03-27 05:54:26.9167926,C:\Program Files\WindowsApps\Microsoft.People_10.3.3472.0_x64__8wekyb3d8bbwe
Microsoft.PPIProjection_10.0.16299.15_neutral_neutral_cw5n1h2txyewy,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.PPIProjection_cw5n1h2txyewy,@{Microsoft.PPIProjection_10.0.16299.15_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.PPIProjection/resources/ProductName},Multiple,2018-03-27 05:20:02.3367864,C:\Windows\SystemApps\Microsoft.PPIProjection_cw5n1h2txyewy
Microsoft.Print3D_2.0.10611.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Print3D_8wekyb3d8bbwe,Print 3D,Multiple,2018-03-27 06:46:26.1506244,C:\Program Files\WindowsApps\Microsoft.Print3D_2.0.10611.0_x64__8wekyb3d8bbwe
Microsoft.Services.Store.Engagement_10.0.17112.0_x64__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Services.Store.Engagement_8wekyb3d8bbwe,Microsoft Engagement Framework,Multiple,2018-03-27 05:54:26.0842070,C:\Program Files\WindowsApps\Microsoft.Services.Store.Engagement_10.0.17112.0_x64__8wekyb3d8bbwe
Microsoft.Services.Store.Engagement_10.0.17112.0_x86__8wekyb3d8bbwe,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.Services.Store.Engagement_8wekyb3d8bbwe,Microsoft Engagement Framework,Multiple,2018-03-27 05:54:25.4123074,C:\Program Files\WindowsApps\Microsoft.Services.Store.Engagement_10.0.17112.0_x86__8wekyb3d8bbwe
Microsoft.SkypeApp_12.1811.248.0_neutral_split.scale-100_kzf8qxf38zg5c,S-1-5-21-2734969515-1644526556-1039763013-1001_Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppModel\Repository\Families\Microsoft.SkypeApp_kzf8qxf38zg5c,,Multiple,2018-03-27 06:47:29.2110719,
