LastWriteTimestamp,BatchKeyPath,Guid,BatchValueName,Provider,Enabled,EnabledProperty
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{63d2bb1d-e39a-41b8-9a3d-52dd06677588},{63d2bb1d-e39a-41b8-9a3d-52dd06677588},Provider,Microsoft-Windows-Shell-AuthUI,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6489b27f-7c43-5886-1d00-0a61bb2a375b},{6489b27f-7c43-5886-1d00-0a61bb2a375b},Provider,Unmapped GUID: {6489b27f-7c43-5886-1d00-0a61bb2a375b},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{64a98c25-9e00-404e-84ad-6700dfe02529},{64a98c25-9e00-404e-84ad-6700dfe02529},Provider,Unmapped GUID: {64a98c25-9e00-404e-84ad-6700dfe02529},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{64ef2b1c-4ae1-4e64-8599-1636e441ec88},{64ef2b1c-4ae1-4e64-8599-1636e441ec88},Provider,Microsoft-Windows-Devices-Background,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{66a5c15c-4f8e-4044-bf6e-71d896038977},{66a5c15c-4f8e-4044-bf6e-71d896038977},Provider,Microsoft-Windows-Iphlpsvc,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{67d07935-283a-4791-8f8d-fa9117f3e6f2},{67d07935-283a-4791-8f8d-fa9117f3e6f2},Provider,Microsoft-Windows-Wcmsvc,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{699e309c-e782-4400-98c8-e21d162d7b7b},{699e309c-e782-4400-98c8-e21d162d7b7b},Provider,Microsoft-Windows-Forwarding,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{69c8ca7e-1adf-472b-ba4c-a0485986b9f6},{69c8ca7e-1adf-472b-ba4c-a0485986b9f6},Provider,Microsoft-Windows-StorageSpaces-SpaceManager,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6a1f2b00-6a90-4c38-95a5-5cab3b056778},{6a1f2b00-6a90-4c38-95a5-5cab3b056778},Provider,Microsoft-Windows-DHCPv6-Client,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6b1ffe48-5b1e-4793-9f7f-ae926454499d},{6b1ffe48-5b1e-4793-9f7f-ae926454499d},Provider,Microsoft-Windows-DiskDiagnosticResolver,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6d7662a9-034e-4b1f-a167-67819c401632},{6d7662a9-034e-4b1f-a167-67819c401632},Provider,Microsoft-Windows-IdCtrls,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6d8a3a60-40af-445a-98ca-99359e500146},{6d8a3a60-40af-445a-98ca-99359e500146},Provider,Microsoft-Windows-ApplicationExperience-Cache,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6df57621-e7e4-410f-a7e9-e43eeb61b11f},{6df57621-e7e4-410f-a7e9-e43eeb61b11f},Provider,Microsoft-Windows-Shell-ConnectedAccountState,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6e400999-5b82-475f-b800-cef6fe361539},{6e400999-5b82-475f-b800-cef6fe361539},Provider,Microsoft-Windows-TerminalServices-ClientUSBDevices,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6eb8db94-fe96-443f-a366-5fe0cee7fb1c},{6eb8db94-fe96-443f-a366-5fe0cee7fb1c},Provider,Microsoft-Windows-EapHost,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{712abb2d-d806-4b42-9682-26da01d8b307},{712abb2d-d806-4b42-9682-26da01d8b307},Provider,Microsoft-Windows-Video-For-Windows,1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{72561cf0-c85c-4f78-9e8d-cba9093df62d},{72561cf0-c85c-4f78-9e8d-cba9093df62d},Provider,Unmapped GUID: {72561cf0-c85c-4f78-9e8d-cba9093df62d},1,1
3/27/2018 12:11:28 +00:00,ROOT\ControlSet001\Control\WMI\Autologger\EventLog-Application\{728b02d9-bf21-49f6-be3f-91bc06f7467e},{728b02d9-bf21-49f6-be3f-91bc06f7467e},Provider,Unmapped GUID: {728b02d9-bf21-49f6-be3f-91bc06f7467e},1,1
