Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,EndTime,DurationMs
10436,2018-03-30 21:10:00,Microsoft.MicrosoftOfficeHub_17.8830.7600.0_x64__8wekyb3d8bbwe!Microsoft.MicrosoftOfficeHub!OfficeHubTaskHost.exe!2017/12/01:02:26:34!17da5!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1145,2018-03-30 21:09:52.3855768,59632
10437,2018-03-30 21:10:00,svchost.exe,[LocalServiceNetworkRestricted],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,42,2018-03-30 21:09:52.3855768,59632
10438,2018-03-30 21:10:00,svchost.exe,[LocalServiceNoNetwork],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,17,2018-03-30 21:09:52.3855768,59632
10439,2018-03-30 21:10:00,svchost.exe,[localsystemnetworkrestricted] [NcbService],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,27,2018-03-30 21:09:52.3855768,59632
10440,2018-03-30 21:10:00,Apoint.exe,,05/29/2015 08:14:20 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,276,2018-03-30 21:09:52.3855768,59632
10441,2018-03-30 21:10:00,svchost.exe,[netsvcs],03/09/2053 12:52:42 +00:00,LocalSystem,S-1-5-18,systemprofile,4,79,2018-03-30 21:09:52.3855768,59632
10442,2018-03-30 21:10:00,Microsoft.Windows.ContentDeliveryManager_10.0.16299.15_neutral_neutral_cw5n1h2txyewy!App!backgroundTaskHost.exe!1991/10/29:17:50:48!10857!,,,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,326,2018-03-30 21:09:52.3855768,59632
10443,2018-03-30 21:10:00,MemCompression,,01/01/1970 00:00:00 +00:00,LocalSystem,S-1-5-18,systemprofile,4,77,2018-03-30 21:09:52.3855768,59632
10444,2018-03-30 21:10:00,sppsvc.exe,,05/27/2027 09:55:39 +00:00,NetworkService,S-1-5-20,NetworkService,11,1012,2018-03-30 21:09:52.3855768,59632
10445,2018-03-30 21:10:00,igfxEM.exe,,07/11/2015 00:34:29 +00:00,UnknownOrUserSid,S-1-5-21-2734969515-1644526556-1039763013-1001,jcloudy,271,1011,2018-03-30 21:09:52.3855768,59632
10446,2018-03-30 21:10:00,svchost.exe,[localservicenetworkrestricted] [Dhcp],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,46,2018-03-30 21:09:52.3855768,59632
10447,2018-03-30 21:10:00,svchost.exe,[localservicenonetwork] [DPS],03/09/2053 12:52:42 +00:00,LocalService,S-1-5-19,LocalService,7,53,2018-03-30 21:09:52.3855768,59632
10448,2018-03-30 21:10:00,svchost.exe,[networkservice] [CryptSvc],03/09/2053 12:52:42 +00:00,NetworkService,S-1-5-20,NetworkService,11,13,2018-03-30 21:09:52.3855768,59632
